passportArea,weight,currentTeamId,birthDate,height,role,wyId,foot,shortName
"{'name': 'United States', 'id': 840, 'alpha3code': 'USA', 'alpha2code': 'US'}",92,10531.0,1997-12-31,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",357712,right,C. Carter-Vickers
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",83,26679.0,1997-05-14,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",365718,left,M. Butcher
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",70,1617.0,1996-04-07,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",365707,right,J. Cullen
"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",80,1639.0,1998-10-22,198,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",367326,right,H. Souttar
"{'name': 'Jamaica', 'id': 388, 'alpha3code': 'JAM', 'alpha2code': 'JM'}",71,39825.0,1998-11-09,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",368352,right,K. Sterling
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",75,1609.0,1995-09-20,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",370224,right,R. Holding
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",72,39811.0,1996-08-10,191,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",381290,right,A. Palmer
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",74,1683.0,1997-12-18,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",379203,right,M. Browne
"{'name': 'Congo DR', 'id': 180, 'alpha3code': 'COD', 'alpha2code': 'CD'}",73,1633.0,1998-04-19,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",379205,left,G. Diangana
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",0,39812.0,1995-09-22,0,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",379207,,M. Makasi
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",80,1633.0,1999-01-14,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",379209,right,D. Rice
"{'name': 'Ghana', 'id': 288, 'alpha3code': 'GHA', 'alpha2code': 'GH'}",0,39822.0,1998-10-02,0,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",397096,right,J. Osei-Tutu
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",0,39801.0,1997-04-15,0,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",393955,,S. Hughes
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",72,1614.0,1997-11-14,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",397163,right,A. Tuanzebe
"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",79,1616.0,1998-01-02,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",397168,right,T. Fosu-Mensah
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",88,1611.0,1996-12-08,193,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",397174,right,S. McTominay
"{'name': 'Zimbabwe', 'id': 716, 'alpha3code': 'ZWE', 'alpha2code': 'ZW'}",71,2482.0,1999-12-10,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",397098,right,R. Nelson
"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",65,1644.0,1999-11-18,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",399653,right,Domingos Quina
"{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}",75,1639.0,1999-10-21,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",399564,right,L. S\u00f8rensen
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",64,39806.0,1999-08-06,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",399579,right,J. Molumby
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",75,1627.0,1999-04-24,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",399517,right,J. Leko
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",73,1663.0,1999-10-22,179,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",399509,right,J. Williams
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",75,1639.0,1999-12-28,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",399514,left,T. Campbell
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",68,1656.0,1995-04-06,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",399708,right,K. Anderson
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",76,39825.0,1998-10-02,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",401050,right,A. Whiteman
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",64,1624.0,1997-04-13,174,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",402884,right,K. Walker-Peters
"{'name': 'Morocco', 'id': 504, 'alpha3code': 'MAR', 'alpha2code': 'MA'}",68,1625.0,1999-08-03,170,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",404397,right,Brahim Diaz
"{'name': 'Greece', 'id': 300, 'alpha3code': 'GRC', 'alpha2code': 'GR'}",80,1609.0,1997-12-11,192,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",413002,right,K. Mavropanos
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",83,1659.0,1997-01-08,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",415747,right,J. Simpson
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",74,1639.0,1999-05-22,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",415748,left,J. Tymon
"{'name': 'Bangladesh', 'id': 50, 'alpha3code': 'BGD', 'alpha2code': 'BD'}",64,39801.0,1997-10-01,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",419784,right,H. Choudhury
"{'name': 'Wales', 'id': 0, 'alpha3code': 'XWA', 'alpha2code': ''}",78,1610.0,2000-09-14,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",423162,right,E. Ampadu
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",77,1659.0,1998-05-14,188,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",433506,right,A. Ramsdale
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",73,1627.0,1998-05-08,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",434159,left,S. Field
"{'name': 'Germany', 'id': 276, 'alpha3code': 'DEU', 'alpha2code': 'DE'}",80,1673.0,1996-11-28,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",442211,right,A. Sabiri
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",71,1652.0,2000-03-11,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",442310,right,K. Wilson
"{'name': 'Northern Ireland', 'id': 0, 'alpha3code': 'XNI', 'alpha2code': ''}",70,8310.0,1998-07-04,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",447043,right,A. O'Neill
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",68,1625.0,2000-05-28,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",447205,left,P. Foden
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",70,39811.0,2000-10-06,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",447248,right,N. Ferguson
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",0,8519.0,1998-10-24,0,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",447252,,M. Melbourne
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",64,1627.0,2000-03-08,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",447254,right,R. Harper
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",0,2325.0,2001-01-20,0,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",447267,right,R. Tulloch
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",70,1623.0,1998-09-09,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",447379,right,B. Baningime
"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",71,1619.0,2000-07-06,169,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",447538,right,M. Obafemi
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",0,39812.0,1998-11-21,0,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",447762,,N. Trott
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",0,39926.0,1999-07-03,0,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",447782,,J. Mukena
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",76,1639.0,1999-01-22,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",447812,right,T. Edwards
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",67,2346.0,2000-01-24,175,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",447963,right,B. Johnson
"{'name': 'Jamaica', 'id': 388, 'alpha3code': 'JAM', 'alpha2code': 'JM'}",76,39825.0,2000-02-14,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",447965,right,T. Oakley-Boothe
"{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",70,6411.0,1997-11-02,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",448038,right,J. Ngoy
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",66,1627.0,1997-12-09,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",448708,right,H. Barnes
"{'name': 'Ghana', 'id': 288, 'alpha3code': 'GHA', 'alpha2code': 'GH'}",79,39798.0,2000-11-07,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",450826,right,C. Hudson-Odoi
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",69,1624.0,1998-01-12,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",456053,right,J. Foyth
"{'name': 'Congo DR', 'id': 180, 'alpha3code': 'COD', 'alpha2code': 'CD'}",72,1628.0,1997-11-26,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",486252,right,A. Wan-Bissaka
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",68,39926.0,1997-05-02,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",487048,,C. Stewart
"{'name': 'Ghana', 'id': 288, 'alpha3code': 'GHA', 'alpha2code': 'GH'}",79,39926.0,1998-02-25,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",487049,right,M. Folivi
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",73,1749.0,1998-09-11,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",491343,left,K. Jameson
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",66,39916.0,2000-01-31,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",497988,right,N. Kirby
"{'name': 'Congo DR', 'id': 180, 'alpha3code': 'COD', 'alpha2code': 'CD'}",65,3788.0,1998-09-17,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",520317,left,J. Eyenga-Lokilo
"{'name': 'Congo DR', 'id': 180, 'alpha3code': 'COD', 'alpha2code': 'CD'}",71,1690.0,1998-09-05,170,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",531655,right,L. Lumeka
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",0,40023.0,1999-11-22,0,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",532949,,D. McNeil
"{'name': 'Germany', 'id': 276, 'alpha3code': 'DEU', 'alpha2code': 'DE'}",79,7848.0,1984-08-01,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",14728,right,B. Schweinsteiger
"{'name': 'Czech Republic', 'id': 203, 'alpha3code': 'CZE', 'alpha2code': 'CZ'}",82,1666.0,1985-09-27,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",21351,left,D. Pudil
"{'name': 'Wales', 'id': 0, 'alpha3code': 'XWA', 'alpha2code': ''}",64,1614.0,1989-02-07,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",77544,left,N. Taylor
"{'name': 'Wales', 'id': 0, 'alpha3code': 'XWA', 'alpha2code': ''}",73,1647.0,1987-01-23,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",61963,left,J. Ledley
"{'name': 'Wales', 'id': 0, 'alpha3code': 'XWA', 'alpha2code': ''}",60,1628.0,1993-10-09,168,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8421,right,J. Williams
"{'name': 'Ecuador', 'id': 218, 'alpha3code': 'ECU', 'alpha2code': 'EC'}",64,10531.0,1989-09-01,169,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3599,right,J. Montero
"{'name': 'Albania', 'id': 8, 'alpha3code': 'ALB', 'alpha2code': 'AL'}",76,6411.0,1995-02-07,176,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",134911,right,S. Tarashaj
"{'name': 'Cameroon', 'id': 120, 'alpha3code': 'CMR', 'alpha2code': 'CM'}",68,3771.0,1993-08-15,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",28123,right,C. N'Jie
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",75,39761.0,1998-09-08,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",302640,right,C. Masterson
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",65,8509.0,1996-11-11,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",343729,right,R. Kent
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",90,9135.0,1985-07-15,193,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",20628,right,G. Pell\u00e8
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",60,1710.0,1986-04-01,168,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",8658,left,S. Quinn
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",0,710.0,2000-04-25,0,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",568583,,Juan Cruz
"{'name': 'Brazil', 'id': 76, 'alpha3code': 'BRA', 'alpha2code': 'BR'}",0,14517.0,1999-02-27,0,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",559187,,William
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",0,785.0,1999-01-01,0,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",552486,,Rebollo
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",0,27310.0,1998-03-11,0,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",500200,,Miguel
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,9171.0,1986-04-10,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",86623,right,A. Fern\u00e1ndez
"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",72,12520.0,1987-11-15,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",3394,right,Bruno Gama
"{'name': 'Argentina', 'id': 32, 'alpha3code': 'ARG', 'alpha2code': 'AR'}",68,9192.0,1988-02-23,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",70121,left,N. Gait\u00e1n
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",81,709.0,1986-04-02,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3372,right,Aythami Artiles
"{'name': 'Slovakia', 'id': 703, 'alpha3code': 'SVK', 'alpha2code': 'SK'}",79,685.0,1988-08-17,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",105024,right,N. Gorosito
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",69,751.0,1986-09-29,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",4243,right,Verza
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",86,714.0,1989-11-26,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",3468,right,Juan Cala
"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",67,14504.0,1993-05-08,176,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",50272,right,O. Kayode
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",76,15420.0,1989-05-01,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",4329,right,A. Arribas
"{'name': 'Serbia', 'id': 688, 'alpha3code': 'SRB', 'alpha2code': 'RS'}",70,7848.0,1991-02-06,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",127719,right,A. Katai
"{'name': 'Congo DR', 'id': 180, 'alpha3code': 'COD', 'alpha2code': 'CD'}",74,9130.0,1991-04-11,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",25472,right,C. Bakambu
"{'name': 'Cape Verde Islands', 'id': 132, 'alpha3code': 'CPV', 'alpha2code': 'CV'}",83,713.0,1990-07-12,190,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",32601,right,Beb\u00e9
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",67,9130.0,1989-09-21,171,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",4379,right,Jonathan Viera
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",76,696.0,1991-07-09,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",6684,left,Jony
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,689.0,1991-04-27,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3804,right,\u00c1lvaro V\u00e1zquez
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",71,697.0,1990-08-26,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",4366,right,Hern\u00e1n
"{'name': 'Paraguay', 'id': 600, 'alpha3code': 'PRY', 'alpha2code': 'PY'}",71,9134.0,1992-07-04,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",114055,left,\u00d3scar Romero
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",65,683.0,1990-10-05,174,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",5327,right,Miguel Cifuentes
"{'name': 'Colombia', 'id': 170, 'alpha3code': 'COL', 'alpha2code': 'CO'}",79,708.0,1995-02-12,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",91122,right,J. Narv\u00e1ez
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",67,698.0,1993-03-22,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",4880,right,Robert Iba\u00f1ez
"{'name': ""C\\u00f4te d'Ivoire"", 'id': 384, 'alpha3code': 'CIV', 'alpha2code': 'CI'}",69,683.0,1991-12-25,176,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",3711,right,M. Kon\u00e9
"{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}",72,692.0,1995-01-15,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",135113,right,A. Hjulsager
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",82,751.0,1995-01-09,189,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",6322,left,Ander Cantero
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",65,792.0,1991-01-25,177,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",4052,left,Chuli
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",69,700.0,1993-12-30,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",167117,left,Ager Aketxe
"{'name': 'Dominican Republic', 'id': 214, 'alpha3code': 'DOM', 'alpha2code': 'DO'}",66,709.0,1996-02-11,171,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",217834,left,Luismi Quezada
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",70,792.0,1996-05-05,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",240681,left,Roberto Olabe
"{'name': 'Cameroon', 'id': 120, 'alpha3code': 'CMR', 'alpha2code': 'CM'}",79,859.0,1996-01-05,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",247150,left,One
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",70,12509.0,1996-11-22,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",254188,right,Mat\u00edas Nahuel
"{'name': 'Argentina', 'id': 32, 'alpha3code': 'ARG', 'alpha2code': 'AR'}",72,15408.0,1993-06-21,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",253551,right,W. Montoya
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",68,862.0,1996-02-25,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",257006,right,Mario Gonz\u00e1lez
"{'name': 'Argentina', 'id': 32, 'alpha3code': 'ARG', 'alpha2code': 'AR'}",60,690.0,1996-03-03,167,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",256854,left,L. Su\u00e1rez
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,680.0,1994-01-01,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",263092,right,Borja Lasso
"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",77,12056.0,1996-12-24,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",266312,right,E. Cecchini
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,677.0,1996-05-22,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",278324,right,Carlos Fern\u00e1ndez
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",69,859.0,1997-01-01,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",278248,right,Quique Fornos
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",70,16722.0,1995-04-27,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",279570,right,Imanol Sarriegi
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",0,59787.0,1995-05-26,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",279548,left,Sergi
"{'name': 'Senegal', 'id': 686, 'alpha3code': 'SEN', 'alpha2code': 'SN'}",61,9492.0,1995-06-21,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",279556,right,A. San\u00e9
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",73,676.0,1998-01-05,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",282442,left,Carles Ale\u00f1\u00e0
"{'name': 'Albania', 'id': 8, 'alpha3code': 'ALB', 'alpha2code': 'AL'}",66,710.0,1997-08-28,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",286030,right,K. Bare
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",77,707.0,1995-02-05,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",293857,right,Nano
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",72,718.0,1996-03-14,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",293856,left,Dani Molina
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",70,831.0,1993-01-08,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",298385,left,Borja Herrera
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",78,680.0,1997-08-23,185,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",302547,left,Juan Soriano
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",0,719.0,1997-05-10,0,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",302548,right,Montoro
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",70,712.0,1995-04-15,175,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",339857,right,Jos\u00e9 Arn\u00e1iz
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",69,685.0,1996-07-20,174,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",344104,right,\u00c1lvaro Tejero
"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",69,936.0,1996-09-07,180,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",344056,right,Markel Areitio
